date;senders;receivers
1974-08-22;Peters, Arno (1916-2002);Heisenberg, Werner (1901-1976)
1967-01-17;Skyrme, Tony Hilton Royle/ Burkhardt, Hugh (1935-2024);Heisenberg, Werner (1901-1976)
1948-02-11;Peierls, Rudolf Ernst (1907-1995);Heisenberg, Werner (1901-1976)
1961-01-15;Pauling, Linus (1901-1994)/ Pauling, Ava Helen;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1957-11-06;Pauling, Linus (1901-1994);Heisenberg, Werner (1901-1976)
1948-03-03;Pauling, Linus (1901-1994);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1933-01-18;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1933-06-02;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1933-07-14;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1933-07-19;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1933-07-22;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1933-09-29;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1933-09-30;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1933-11-08;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1933-11-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1933-11-14;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1933-12-11;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1934-01-21;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1934-01-30;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1934-02-06;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1934-02-10;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1934-02-13;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1934-02-17;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1934-04-17;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1934-06-14;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1934-07-16;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1934-07-25;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1934-10-13;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)/ Universität Leipzig. Fachbereich Physik
1934-10-24;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1934-11-01;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1934-11-07;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1934-11-30;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1934-12-03;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1934-12-16;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1935-02-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1935-06-15;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1936-06-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1936-10-26;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1936-11-04;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1936-11-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1936-11-24;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1936-12-06;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1936-12-13;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1937-01-19;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1937-01-30;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1937-02-05;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1937-05-02;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1937-06-10;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1937-06-14;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1938-02-22;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1938-03-10;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1938-03-15;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1938-04-11;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1938-04-21;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1938-05-10;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1938-05-28;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1938-08-15;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1938-09-19;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1939-04-27;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1939-05-11;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1939-06-10;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1939-08-07;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
unknown;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1946-05-26;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1946-09-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1946-12-25;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1947-07-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1947-07-11;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
o.D.;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1948-01-22;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1948-02-21;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1948-04-14;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1948-05-04;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1948-10-20;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1950-05-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1950-02-28;Pauli, Wolfgang (1900-1958)/ Institute for Advanced Study (Princeton, NJ);Heisenberg, Werner (1901-1976)
1950-04-02;Pauli, Wolfgang (1900-1958)/ Institute for Advanced Study (Princeton, NJ);Heisenberg, Werner (1901-1976)
1950-07-10;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1952-10-08;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1953-09-29;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1953-10-19;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1953-11-10;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1953-12-13;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1953-12-29;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1954-02-08;Pauli, Wolfgang (1900-1958)/ Institute for Advanced Study (Princeton, NJ);Heisenberg, Werner (1901-1976)
1954-02-17;Pauli, Wolfgang (1900-1958)/ Institute for Advanced Study (Princeton, NJ);Heisenberg, Werner (1901-1976)
1954-03-02;Pauli, Wolfgang (1900-1958)/ Institute for Advanced Study (Princeton, NJ);Heisenberg, Werner (1901-1976)
1954-03-15;Pauli, Wolfgang (1900-1958)/ Institute for Advanced Study (Princeton, NJ);Heisenberg, Werner (1901-1976)
1954-05-13;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1954-07-05;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-01-08;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-01-31;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-02-16;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-02-19;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-02-21;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-02-25;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1955-05-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-05-18;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-06-19;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1955-06-23;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-12-07;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-12-16;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1955-12-29;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1956-04-25;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1956-12-28;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-01-02;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1956-06-07;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)
1957-01-04;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-01-07;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-01-10;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-01-15;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-01-19;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-01-25;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-01-29;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-01-31;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-02-02;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1957-02-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-02-15;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-02-22;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-02-24;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-02-26;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-03-01;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-03-02;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1957-03-06;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-03-08;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-04-08;Pauli, Wolfgang (1900-1958)/ CERN. Theoretical Study Division (1952-1957);Heisenberg, Werner (1901-1976)
1957-04-12;Pauli, Wolfgang (1900-1958)/ CERN. Theoretical Study Division (1952-1957);Heisenberg, Werner (1901-1976)
1957-06-11;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-06-12;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-06-13;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-06-14;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-06-21;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-07-15;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-10-19;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-11-01;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-01;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-01;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-02;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-03;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-08;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1957-12-09;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)
1957-12-12;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-13;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-13;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-15;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1957-12-18;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-21;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1957-12-25;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1957-12-28;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-01-02;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-01-04;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-01-07;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1958-01-09;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1958-01-15;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1958-01-16;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich. Departement Physik;Heisenberg, Werner (1901-1976)
1958-01-17;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-01-18;Pauli, Wolfgang (1900-1958)/ Università degli studi di Milano. Istituto di fisica generale applicata;Heisenberg, Werner (1901-1976)
1958-01-21;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-01-27;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-02-01;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-02-02;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-02-10;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-02-14;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-02-19;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-02-20;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-02-22;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-02-24;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-02-25;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-03-01;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-03-13;Pauli, Wolfgang (1900-1958);Dürr, Hans-Peter (1929-2014) [vermutlich]
1958-03-03;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-03-03;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-03-04;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-03-10;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-03-19;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-03-20;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-03-24;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-03-25;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-03-29;Pauli, Wolfgang (1900-1958);Heisenberg, Werner (1901-1976)
1958-04-07;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-04-18;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-05-13;Pauli, Wolfgang (1900-1958)/ University of Southern California. Department of Physics & Astronomy;Heisenberg, Werner (1901-1976)
1958-08-05;Rosbaud, Paul (1896-1963);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1958-08-07;Giese, Annemarie/ Max-Planck-Institut für Physik (1946-1958);Rosbaud, Paul (1896-1963)/ Pergamon Press Limited (1948-)
1958-09-30;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich (1911-);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1958-10-08;Pauli, Wolfgang (1900-1958)/ Eidgenössische Technische Hochschule Zürich (1911-);Heisenberg, Werner (1901-1976)
1969-11-17;Heisenberg, Werner (1901-1976);Pauli, Hertha (1909-1973)
1969-11-09;Pauli, Hertha (1909-1973);Heisenberg, Werner (1901-1976)
1956-06-16;Heisenberg, Werner (1901-1976);Pauli, Wolfgang (1900-1958)
1963-03-05;Heisenberg, Werner (1901-1976);Pauli, Franca
1962-03-11;Pauli, Franca;Heisenberg, Werner (1901-1976)
1961-08-28;Heisenberg, Werner (1901-1976);Pauli, Franca
1961-08-22;Hobert, Margot (1912-)/ Max-Planck-Institut für Physik. Direktion. Sekretariat;Pauli, Franca
1961-08-10;Pauli, Franca;Heisenberg, Werner (1901-1976)
1961-08-03;Heisenberg, Werner (1901-1976);Pauli, Franca
1960-05-24;Pauli, Franca/ Bohr, Niels (1885-1962)/ Kronig, Ralph/ Weisskopf, Victor Frederick (1908-2002);Heisenberg, Werner (1901-1976)
1960-05-05;Aitken, M. A./ Interscience Publishers Limited;Heisenberg, Werner (1901-1976)
1959-06-01;Heisenberg, Werner (1901-1976);Geiger, Rudolf (1894-1981) [vermutlich]/ Bayerische Akademie der Wissenschaften (1759-)
1959-02-23;Klemm, Alfred (1913-2013)/ Max-Planck-Institut für Chemie;Heisenberg, Werner (1901-1976)
